Rank,Competitor,DOB,Nat,Pos,Venue,Date,World Athletics Event Ranking Score,Men 100,Men 100 Wind,Men 100 Score,Men LJ,Men LJ Wind,Men LJ Score,Men SP,Men SP Score,Men HJ,Men HJ Score,Men 400,Men 400 Score,Men 110h,Men 110h Wind,Men 110h Score,Men DT,Men DT Score,Men PV,Men PV Score,Men JT,Men JT Score,Men 1500,Men 1500 Score,Overall Score
820,Dan SISLER,,USA,9,"Delaware, OH (USA)",5/23/2014,909,11.54,0.8,744,6.51,-1,700,13.69,709,1.90,714,52.05,723,16.19,1.9,711,40.44,674,3.40,457,47.09,546,04:52.6,603.28,6581
633,Alex HOLCOMBE,,USA,3,"Philadelphia, PA (USA)",4/21/2010,909,11.57,-0.1,738,6.53,0.8,704,13.46,695,1.73,569,53.30,669,16.54,-1,673,44.57,758,3.90,590,45.95,529,04:43.9,656.44,6581
772,Adolfo SAINZ-MAZA,1/7/1995,ESP,7,Soria (ESP),5/22/2022,909,11.5,-0.4,753,6.93,0,797,12.75,652,1.92,731,54.72,610,15.55,0,784,31.85,501,4.30,702,44.87,513,05:03.9,538.21,6581
771,Jonathan DA SILVA,5/13/2001,BRA,1,"COTP Stadium, São Paulo (BRA)",6/26/2021,909,11.09,1.1,841,6.74,0.4,753,11.31,565,1.86,679,51.34,754,15.51,0.1,789,32.35,511,4.20,673,40.54,450,04:53.2,599.77,6581
772,Ren TAKASUGA,6/10/2000,JPN,14,"Prefectural Stadium, Kumagaya (JPN)",9/18/2021,908,11.52,0.8,748,6.76,0.4,757,9.86,477,1.85,670,51.41,751,15.30,-0.2,814,28.81,441,4.00,617,55.90,676,04:48.2,629.88,6580
772,Ryan THOMA,,USA,3,"Ellensburg, WA (USA)",5/4/2021,908,11.4,1.8,774,6.90,3.5,790,11.38,569,1.80,627,52.84,688,16.23,1.8,707,32.97,523,4.20,673,51.66,613,04:50.5,616.03,6580
772,Ryan THOMA,,USA,3,"Western Oregon University, Monmouth, OR (USA)",5/15/2021,908,11.4,1.8,774,6.90,3.5,790,11.38,569,1.80,627,52.84,688,16.23,1.8,707,32.97,523,4.20,673,51.66,613,04:50.5,616.03,6580
272,Raphael HOLDENER,2/22/1994,SUI,8,"Stadion Hard, Langenthal (SUI)",8/9/2020,908,11.72,1.2,707,6.30,-0.4,652,12.11,613,1.83,653,54.23,630,15.33,2,810,37.85,621,3.90,590,51.20,606,04:37.3,698.09,6580
634,Lucas NEEPER,,USA,5,"Arlington, TX (USA)",5/15/2010,908,11.08,2,843,6.31,1.3,655,11.20,558,1.65,504,51.06,766,16.57,0.5,670,33.23,528,4.65,804,48.40,565,04:38.9,687.74,6580
802,Botond KRISZT,3/3/1996,HUN,1,Győr (HUN),5/20/2018,908,11.14,2.9,830,6.38,3,670,10.83,536,1.83,653,51.27,757,15.92,0,742,36.16,587,4.10,645,48.16,561,04:53.3,599.71,6580
805,Tim DEAL,,USA,12,"Austin, TX (USA)",3/31/2016,908,10.89,3.3,885,6.97,2.8,807,11.46,574,1.84,661,49.18,853,15.53,1.2,787,26.99,406,3.50,482,45.06,516,04:51.7,609.01,6580
802,Benjamin STEWART,,USA,1,"Easton, PA (USA)",5/5/2018,908,12.13,0,626,6.73,0,750,9.23,440,1.86,679,51.97,726,15.69,0.2,768,29.68,458,4.90,880,44.75,511,04:30.5,742.09,6580
867,Josh RILEY,2/4/1998,USA,6,"Sacramento, CA (USA)",5/11/2017,908,11.43,1.9,767,6.57,2.2,713,10.00,486,2.00,803,50.09,810,16.04,1.8,728,30.41,473,3.73,543,44.29,505,04:28.8,752.74,6580
802,Seth SPICER,,USA,8,"La Crosse, WI (USA)",5/25/2018,908,11.99,-2.4,653,6.21,2.8,632,13.27,684,1.87,687,50.57,789,15.85,0.1,750,33.48,533,4.10,645,41.12,458,04:29.3,749.84,6580
821,Igor RYABCHUK,6/13/1994,RUS,16,Cheboksary (RUS),6/10/2014,908,11.56,0.2,740,6.72,0.8,748,11.39,569,1.91,723,51.93,728,17.20,0.7,604,38.28,630,4.50,760,41.05,457,04:52.0,607.16,6580
772,Juan Pedro DE LA CRUZ,5/8/1998,ESP,2,Alhama de Murcia (ESP),5/30/2021,908,11.29,0.9,797,7.05,0,826,10.46,513,1.89,705,52.10,720,16.42,0,686,34.13,546,3.60,509,41.00,457,04:43.7,657.80,6580
805,Roberto PAOLUZZI,1/3/1993,ITA,16,"Stadio Luigi Ridolfi, Firenze (ITA)",4/30/2016,908,11.58,-1.2,736,6.87,0.7,783,11.03,548,1.86,679,53.46,662,16.17,1.4,714,35.27,569,4.25,688,40.34,447,04:28.6,754.06,6580
775,Ren TAKASUGA,6/10/2000,JPN,2,"Takebishi Stadium, Kyoto (JPN)",7/17/2022,908,11.59,-0.1,734,6.64,1.5,729,10.54,518,1.70,544,51.41,751,15.21,-1.6,824,34.88,561,4.00,617,58.56,716,04:55.7,585.24,6579
274,Ren TAKASUGA,6/10/2000,JPN,1,"Nansho Gakuen Stadium, Osaka (JPN)",11/1/2020,908,11.72,-0.3,707,6.71,2.5,746,10.77,532,1.75,585,51.32,755,15.59,-0.4,780,34.52,554,3.80,562,57.27,697,04:43.1,661.46,6579
806,Shawn BEAUDOIN,2/21/1994,CAN,9,"Terry Fox AF, Ottawa (CAN)",6/20/2015,908,11.44,1.2,765,5.98,1.4,582,12.38,629,1.83,653,50.49,792,16.05,-0.6,727,31.11,486,4.00,617,49.53,582,04:29.8,746.42,6579
829,Seth PEARSON,,USA,3,"San Angelo, TX (USA)",4/5/2013,908,11.16,2.5,825,7.01,1.8,816,10.95,543,1.78,610,50.54,790,15.32,2.3,811,35.48,573,3.35,444,48.67,569,04:53.5,598.35,6579
776,Artur PELISHENAK,8/18/1998,BLR,2,"Dinamo National Olympic Stadium, Minsk (BLR)",6/26/2021,908,11.67,0.1,717,6.75,-0.7,755,13.42,693,1.92,731,54.03,638,16.05,0.2,727,41.63,698,4.20,673,46.39,535,05:27.4,412.70,6579
274,Jan OLLECH,6/20/1905,GER,1,"Waldstadion, Aachen (GER)",8/9/2020,908,11.52,0.4,748,6.32,0.7,657,10.99,545,1.76,593,50.90,774,15.40,0.5,802,35.08,565,4.60,790,46.16,532,04:57.7,573.43,6579
822,Konstantin KRINITZKIY,10/31/1986,ISR,1,Rishon Letzion (ISR),4/7/2014,908,11.74,,703,6.65,,732,11.82,595,2.03,831,55.22,590,16.13,,718,37.04,605,4.50,760,45.86,528,05:07.5,517.59,6579
276,Toshiki SAKAMOTO,12/3/1994,JPN,2,"Prefectural Stadium, Kagoshima (JPN)",7/4/2020,908,11.67,1.2,717,6.70,3.1,743,10.10,492,1.84,661,52.15,718,15.10,-0.6,837,34.28,549,4.40,731,55.76,674,05:18.8,456.60,6578
777,Taiki AMEMIYA,9/1/1999,JPN,2,"Kanseki Stadium, Utsunomiya (JPN)",8/21/2021,908,11.37,-0.5,780,6.50,-0.6,697,9.98,484,1.82,644,51.32,755,15.29,-0.4,815,29.62,457,4.20,673,54.13,650,04:49.3,623.57,6578
807,Darion WILLIAMS,,USA,5f2,"Azusa, CA (USA)",4/16/2015,908,11.4,2.1,774,6.21,0,632,12.46,634,1.75,585,51.82,733,14.97,2.1,853,39.61,657,4.00,617,52.75,629,05:17.4,464.34,6578
798,James BELL,,USA,1,"Lynchburg, VA (USA)",5/8/2012,908,11.92,0.2,667,5.92,-0.3,569,11.51,577,1.95,758,52.73,693,15.58,0,781,34.09,545,4.56,778,51.66,613,04:53.7,597.22,6578
808,Andrew HUBER,,USA,15,"Lincoln, NE (USA)",5/14/2016,908,11.3,2.9,795,6.27,1.6,646,11.63,584,1.88,696,51.73,737,15.83,0.8,752,28.3,431,4.41,734,51.21,607,04:53.9,596.15,6578
747,Stefan MAIER,4/20/1982,GER,4,Payerne (SUI),8/28/2011,908,11.72,,707,6.03,1.4,593,12.86,659,1.89,705,53.94,642,15.54,1.5,785,39.16,648,4.50,760,45.42,521,05:00.3,558.67,6578
808,Stefan KOHLER,6/18/1905,GER,9,Kienbaum (GER),8/14/2016,908,11.54,0.2,744,6.53,0.2,704,12.13,614,1.76,593,50.99,770,15.83,-0.6,752,30.89,482,4.20,673,44.92,514,04:31.9,732.94,6578
868,Paris WILLIAMS,8/19/1998,USA,2,"Jacksonville, FL (USA)",5/13/2017,908,11.12,0.4,834,7.03,-0.2,821,10.93,542,1.96,767,50.51,791,14.70,2.7,886,29.33,451,3.60,509,44.36,506,05:16.0,471.49,6578
808,Rusty JONES,7/8/1993,USA,1,"Kansas City, MO (USA)",5/12/2016,908,11.35,0.1,784,6.53,-1.2,704,11.09,551,2.02,822,51.42,750,15.44,1.8,797,33.86,541,4.40,731,42.82,483,05:26.8,415.81,6578
636,Alwin ROOBEEK,6/12/1984,NED,23,"Blankers-Koen Stadion, Hengelo (NED)",6/27/2010,908,11.45,-0.8,763,6.45,0.7,686,11.18,557,1.74,577,49.34,845,15.86,-1.5,749,36.52,594,3.70,535,41.44,463,04:20.4,809.48,6578
823,Scott SNOW,11/29/1995,USA,5,"Chula Vista, CA (USA)",6/14/2014,908,12.36,1.3,582,6.43,0.4,682,12.13,614,1.87,687,51.35,753,16.18,0.6,713,41.62,698,3.75,549,41.26,460,04:15.8,840.98,6578
824,Chris NAVARRO,,USA,1,"Tuscaloosa, AL (USA)",3/22/2014,908,11.32,1.3,791,6.30,1.4,652,12.80,655,1.86,679,54.16,633,14.61,1.8,897,34.48,553,4.14,656,59.98,738,05:46.1,323.95,6577
799,Eric BOSTICK,4/6/1990,USA,9,"Manhattan, KS (USA)",5/12/2012,908,10.94,0.8,874,6.66,0,734,10.86,537,1.75,585,49.20,852,15.73,2.9,763,27.25,411,3.86,579,49.69,584,04:43.6,658.24,6577
892,Ryoga MORI,8/8/1996,JPN,2,Sagamihara (JPN),5/24/2019,908,11.29,2.3,797,6.60,1.8,720,10.51,516,1.85,670,52.56,700,15.24,0.8,821,31.18,488,4.00,617,47.51,552,04:37.5,696.56,6577
776,Cameron DONOGHUE,,USA,2,"Dick Vert Stadium, High Point, NC (USA)",5/10/2022,908,11.62,0.3,728,6.14,0.7,617,12.34,627,1.92,731,51.65,740,15.68,2.6,769,38.5,634,3.55,496,46.34,535,04:36.9,700.64,6577
892,Chris STONE,12/9/1996,USA,15,"Austin, TX (USA)",3/28/2019,908,11.5,2.2,753,6.74,1.3,753,12.68,648,1.92,731,54.62,614,15.51,1.2,789,38.08,626,4.70,819,44.29,505,05:42.6,339.79,6577
776,Max DANIELS,,USA,1,"Hilmer Lodge Stadium, Walnut, CA (USA)",5/21/2022,908,10.66,1.5,938,7.21,1.1,864,10.57,520,1.76,593,50.81,778,15.91,0.3,743,32.84,521,4.10,645,42.50,478,05:11.3,497.07,6577
812,Ethen SCHOEN,,USA,1,"Whitewater, WI (USA)",5/7/2016,908,11.39,-0.5,776,6.79,0.6,764,11.40,570,1.95,758,51.78,734,15.29,3.4,815,35.65,577,3.93,598,41.54,464,05:06.7,521.98,6577
748,Jamal CURRICA,11/20/1989,USA,2,"Lawrence, KS (USA)",4/21/2011,908,10.9,1.2,883,6.25,0.3,641,11.50,576,1.88,696,50.63,786,15.15,0.5,831,29.79,460,4.15,659,37.41,405,04:46.5,640.12,6577
638,Kaur JÄRS,11/20/1989,EST,7,Kose (EST),7/10/2010,908,11.57,2.1,738,6.60,2.6,720,12.48,636,1.83,653,53.87,645,15.56,-0.6,783,37.74,619,3.84,573,61.04,753,05:18.9,456.29,6576
805,Wei Ming CHANG,6/15/1998,TPE,2,Kaoshiung (TPE),10/20/2018,908,11.52,-0.2,748,6.71,0.8,746,12.21,619,1.75,585,51.08,765,15.25,0.4,820,35.77,579,4.00,617,51.09,605,05:12.2,492.18,6576
800,Parker PETTY,,USA,9,"Pueblo, CO (USA)",5/25/2012,908,11.43,0.7,767,6.42,2.2,679,11.02,547,1.83,653,51.62,741,16.47,0,681,32.75,519,4.50,760,48.64,568,04:43.1,661.46,6576
805,Brandon HOCHBEIN,,USA,3,"Buffalo, NY (USA)",5/11/2018,908,11.47,0.9,759,6.56,0.3,711,10.61,522,1.85,670,50.82,777,15.13,1.7,834,31.56,495,4.10,645,47.01,544,04:49.9,619.77,6576
778,Sergio PANDIANI,3/10/1997,ARG,1,Córdoba (ARG),8/15/2021,908,11.32,0.1,791,6.91,0.2,792,13.52,699,1.95,758,53.76,650,15.41,0.5,801,40.33,671,3.40,457,46.99,544,05:27.2,413.80,6576
895,Sindri MAGNÚSSON,2/6/1997,ISL,3,Akureyri (ISL),8/18/2019,908,11.13,2.3,832,6.35,0,664,10.99,545,1.87,687,50.17,807,16.39,2.4,689,34.72,558,3.74,546,46.68,540,04:35.6,708.44,6576
638,Julius LADLEIF,6/10/1905,GER,7,Potsdam (GER),8/27/2010,908,11.7,0,711,6.51,0,700,10.41,510,2.03,831,52.86,688,15.43,0.6,798,34.86,561,4.20,673,46.18,532,04:57.9,572.50,6576
813,Mackenzie MULDOON,,USA,7,"Tallahassee, FL (USA)",5/14/2016,908,11.27,0.9,801,6.73,1.4,750,11.32,565,1.86,679,52.05,723,15.08,0.7,840,33.94,543,3.90,590,42.86,484,04:53.0,601.02,6576
830,Matías DALLASERRA,8/1/1991,CHI,12,Ottawa (CAN),6/2/2013,908,11.31,1.3,793,6.48,2.2,693,12.80,655,1.85,670,51.97,726,15.96,0.7,737,33.53,534,3.90,590,41.78,468,04:35.3,710.69,6576
870,A. Mustafa YILMAZ,9/10/1994,TUR,4,Novi Pazar (SRB),7/16/2017,908,11.46,-0.7,761,6.50,1.3,697,12.13,614,1.84,661,53.44,663,14.76,1.3,879,38.74,639,4.00,617,41.16,459,04:55.5,586.24,6576
808,Jakob SIEBLER,6/17/1905,GER,4,Ingolstadt (GER),8/16/2015,908,12.03,0.2,645,6.35,0.8,664,13.37,690,1.70,544,53.48,661,16.06,0.2,726,40.25,670,4.00,617,60.54,746,04:51.0,612.97,6575
779,Dalen HARGETT,,USA,9,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",4/10/2021,908,11.33,1.2,789,6.21,-1,632,14.21,741,1.73,569,51.55,745,15.73,-1.2,763,33.05,525,3.90,590,54.64,658,04:59.4,563.51,6575
825,Michael HOLLIS,,USA,2,"Northridge, CA (USA)",3/21/2014,908,11.26,,804,6.72,,748,10.54,518,1.77,602,50.41,796,16.72,-0.9,654,33.34,531,4.25,688,50.57,597,04:46.9,637.68,6575
779,Kale MAURITSEN,,USA,9,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",4/10/2021,908,11.22,-2.1,812,6.78,-0.1,762,10.34,506,1.85,670,51.76,735,15.15,-1.1,831,29.55,456,4.40,731,46.19,532,05:03.4,540.87,6575
825,Austin STRINE,,USA,1,"Shippensburg, PA (USA)",5/2/2014,908,11.77,-2.6,697,6.84,1.1,776,10.03,487,1.90,714,50.67,784,15.61,1.5,777,32.72,518,4.05,631,45.46,522,04:41.9,669.00,6575
807,Rodney LITTLEJOHN,5/13/1997,USA,2,"San Marcos, TX (USA)",3/30/2018,908,11.03,1.2,854,6.45,-0.4,686,10.19,497,1.86,679,50.55,789,15.88,1.2,746,31.73,499,4.15,659,43.25,489,04:40.5,677.90,6575
814,Baptiste SCALABRINO,3/12/1988,FRA,7,Guéret (FRA),6/19/2016,908,11.79,2.6,693,6.62,1.7,725,11.32,565,1.94,749,52.10,720,15.78,1.8,758,31.89,502,3.90,590,42.74,482,04:23.0,791.57,6575
896,Cal MCLENNAN,5/1/1999,GBR,3,Manchester (GBR),8/4/2019,908,11.33,1,789,6.23,0,637,11.70,588,1.79,619,50.03,813,16.43,1.3,685,37.83,621,3.77,554,42.73,482,04:23.6,787.45,6575
871,D'Angelo FOSTER,,USA,1,"Grand Junction, CO (USA)",4/15/2017,908,11.32,1.8,791,6.29,2.2,650,11.01,546,1.78,610,50.18,806,15.03,1.4,846,33.63,536,4.30,702,41.71,467,04:49.7,621.03,6575
871,Kyle SEARLE,,USA,5f2,"Azusa, CA (USA)",4/13/2017,908,11.28,1,799,6.32,0,657,11.27,562,1.87,687,50.12,809,16.21,-1,709,32.9,522,4.50,760,39.16,430,04:46.4,640.80,6575
778,Riccardo NICOLA,2/2/1998,ITA,1,"Stadio Luigi Ridolfi, Firenze (ITA)",6/5/2022,908,11.68,0.1,715,6.46,0.2,688,11.05,549,1.90,714,51.63,741,16.03,0.2,729,31.34,491,3.70,535,31.34,318,04:26.4,768.64,6575
897,Conrad HEINRICH,11/22/1996,USA,1,"Birmingham, AL (USA)",4/28/2019,907,11.98,0,655,6.56,-0.1,711,11.95,603,1.80,627,51.56,744,15.26,3.1,818,31.91,502,3.65,522,57.86,706,04:39.2,686.03,6574
897,Georgios KANARIS,10/4/2000,CYP,8,Naxos (GRE),6/9/2019,907,11.52,0.4,748,6.85,-0.5,778,14.60,765,1.76,593,53.51,660,16.50,0.3,677,37.53,615,3.85,576,53.75,644,05:07.5,518.03,6574
873,Hayden ASHLEY,6/20/1905,USA,2,"Shawnee, OK (USA)",5/12/2017,907,11.43,2.9,767,6.88,0,785,11.89,600,1.87,687,53.83,647,18.22,3.8,503,35.11,566,4.32,708,53.61,642,04:41.9,669.07,6574
827,Eliomar TAVARES INACIO,8/30/1989,BRA,1,Itajaí (BRA),3/30/2014,907,11,-1.4,861,6.30,-1.2,652,11.43,572,1.84,661,50.90,774,15.50,-2.8,790,35.82,580,3.80,562,51.37,609,04:52.1,606.56,6574
801,Carl MCCARGO,,USA,10,"Pueblo, CO (USA)",5/25/2012,907,11.57,0.1,738,6.61,2.8,723,12.54,639,1.80,627,52.34,710,15.43,0.8,798,35.89,582,3.80,562,49.70,584,04:51.2,611.95,6574
827,Adam NIKSSARIAN,,USA,2,"La Jolla, CA (USA)",5/2/2014,907,11.83,0.1,685,6.35,-0.2,664,10.83,536,1.83,653,52.02,724,15.29,0.8,815,37.04,605,4.30,702,47.45,551,04:46.7,639.39,6574
801,Robin COOPS,9/9/1990,NED,5,Emmeloord (NED),5/18/2012,907,11.25,-0.1,806,6.78,2,762,10.97,544,1.90,714,51.24,758,15.54,-1.6,785,32.82,520,3.50,482,45.61,524,04:40.2,679.66,6574
782,Keaton WOOD,,USA,1,"Stoffer Family Stadium, Newberg, OR (USA)",5/20/2021,907,11.22,0.5,812,6.51,-0.8,700,11.53,578,1.89,705,51.21,760,15.50,-0.9,790,34.74,558,3.88,584,43.60,494,04:54.3,593.61,6574
873,Raekwon SCOTT,,USA,8,"Houston, TX (USA)",5/13/2017,907,11.15,-0.8,827,7.15,-0.7,850,10.91,540,1.95,758,53.56,658,15.25,3.1,820,37.27,609,4.30,702,33.37,347,05:17.5,463.70,6574
803,Perttu NOPONEN,12/4/1984,FIN,11,Lahti (FIN),8/24/2012,907,11.42,-0.8,769,7.02,4,818,13.30,686,1.87,687,55.36,584,15.51,1,789,35.54,575,3.85,576,51.34,608,05:14.2,481.16,6573
783,Taiki AMEMIYA,9/1/1999,JPN,2,"Gion Stadium, Sagamihara (JPN)",5/21/2021,907,11.15,-0.2,827,6.55,1.4,709,10.50,516,1.85,670,51.79,734,14.66,4.8,891,29.92,463,4.00,617,51.15,606,05:03.5,540.36,6573
803,Keegan COOKE,6/20/1988,USA,8,"Tucson, AZ (USA)",3/30/2012,907,11.55,0.2,742,6.50,0.5,697,11.97,605,1.93,740,51.88,730,16.18,0,713,37.93,623,3.90,590,50.60,597,05:04.2,536.12,6573
830,Lars GOLDBECK,7/28/1990,GER,4,Bad Oeynhausen (GER),7/6/2014,907,11.32,-0.3,791,6.61,1.1,723,14.13,736,1.76,593,52.75,692,16.54,-1.1,673,37.81,620,4.70,819,44.65,510,05:26.7,416.16,6573
830,Matthew CATERA,5/7/1992,USA,1,"Burlington, VT (USA)",5/4/2014,907,11.18,1.5,821,6.27,1.7,646,11.64,585,1.78,610,51.36,753,14.87,1.2,865,33.62,536,4.45,746,41.22,460,05:01.4,551.91,6573
803,Adam THOMPKINS,,USA,5,"Marion, IN (USA)",5/25/2012,907,11.31,-4.1,793,6.69,3.8,741,11.40,570,1.87,687,49.78,825,15.41,1.8,801,24.5,357,4.45,746,38.86,426,04:48.5,627.93,6573
831,Juan VASQUEZ,,USA,2,"Hutchinson, KS (USA)",5/17/2013,907,11.23,2.2,810,6.92,1.7,795,9.69,467,2.05,850,50.27,802,15.14,0.9,833,30.31,471,4.30,702,36.40,390,05:19.4,453.67,6573
779,Hubert COYCO,9/30/1999,FRA,2,Amiens (FRA),7/3/2022,907,11.14,0.8,830,7.03,1.1,821,10.75,531,1.81,636,52.74,693,15.52,1,788,32.89,522,4.80,849,35.51,377,05:06.0,526.34,6573
780,Ethan CHRISTIAN,,USA,4,"UW Husky Track, Seattle, WA (USA)",5/13/2022,907,11.22,-0.7,812,6.65,-0.5,732,10.45,513,1.67,520,51.38,752,15.73,0.7,763,34.42,552,4.05,631,57.07,694,04:52.5,603.94,6572
784,Sunil KUMAR,2/2/1997,IND,4,Patiala (IND),3/16/2021,907,11.38,0.9,778,6.72,0.6,748,11.78,593,1.80,627,52.05,723,16.44,-0.4,684,36.89,602,3.60,509,54.14,650,04:43.5,658.61,6572
784,Jodok BUSCHOR,9/10/2001,SUI,5,"Stadion Hard, Langenthal (SUI)",6/27/2021,907,11.49,-0.2,755,6.50,0,697,11.37,568,1.92,731,53.26,671,15.47,-0.1,794,33.7,538,4.30,702,49.92,587,05:05.4,529.53,6572
808,Tommy RILEY,,USA,9,"La Crosse, WI (USA)",5/25/2018,907,11.61,-3.2,730,6.71,2.4,746,12.19,618,1.81,636,51.84,732,15.56,0.9,783,34.25,549,4.00,617,47.73,555,04:52.2,606.26,6572
780,Kishin NAKAJIMA,5/19/2000,JPN,6,"Municipal Nishikyogoku Stadium, Kyoto (JPN)",5/26/2022,907,11.13,-0.4,832,6.60,0.3,720,10.57,520,1.75,585,51.03,768,14.93,-1,858,31.58,496,4.00,617,47.03,545,04:47.9,631.76,6572
808,Simon ZIEGLER,4/20/1993,GER,17,Kladno (CZE),6/17/2018,907,11.21,1.4,814,6.73,0.6,750,11.31,565,1.84,661,51.86,731,15.88,1.2,746,28.46,434,4.30,702,46.93,543,04:48.8,626.60,6572
784,Anton TERESHCHENKO,6/11/2000,RUS,3,"Druzhba Stadion, Maykop (RUS)",5/26/2021,907,11.73,0,705,6.36,0,666,11.36,568,1.81,636,50.84,776,15.48,1.4,792,36.2,588,4.20,673,44.22,504,04:42.5,664.89,6572
640,Rob KEENEY,,USA,7,"Marion, IN (USA)",5/28/2010,907,11.4,0.8,774,6.93,1.1,797,11.00,546,1.86,679,50.51,791,15.04,2.1,845,30.42,473,3.75,549,43.12,487,04:48.0,631.46,6572
808,Jacob MALLY,,USA,5,"Knoxville, TN (USA)",4/13/2018,907,11.48,1.6,757,6.60,1.5,720,11.84,597,2.01,813,52.63,697,14.70,2.3,886,26.16,389,4.00,617,42.80,483,04:51.0,613.39,6572
749,Andrew REIGSTAD,3/24/1990,USA,9,"Knoxville, TN (USA)",4/14/2011,907,11.34,2.6,786,6.44,1.7,684,11.02,547,1.96,767,50.68,784,15.37,1.2,805,32.64,517,3.60,509,40.53,450,04:33.3,723.33,6572
784,David EDMONDSON,11/17/2000,JAM,7,"Tom Black Track at LaPorte Stadium, Knoxville, TN (USA)",4/9/2021,907,11.14,1.6,830,6.50,0,697,11.83,596,2.04,840,49.97,816,15.36,0.9,807,26.17,390,3.70,535,40.26,446,04:50.6,615.61,6572
278,Alberto BRINI,9/7/1992,ITA,5,"Stadio Colbachini, Padova (ITA)",8/29/2020,907,11.52,0,748,6.53,1.1,704,11.23,560,1.83,653,51.55,745,15.86,-0.6,749,34,544,3.50,482,54.30,652,04:31.7,734.11,6571
782,Riccardo NICOLA,2/2/1998,ITA,1,"Stadio Crestella, Donnas (ITA)",5/1/2022,907,11.5,2.4,753,6.75,0.8,755,10.92,541,1.89,705,52.77,691,16.15,2.9,716,33.11,526,3.90,590,53.45,640,04:44.2,654.46,6571
811,Christian PAYNTER,4/23/1997,AUS,7,Gold Coast (AUS),2/17/2018,907,11.72,1.2,707,6.81,0.8,769,13.49,697,2.04,840,54.49,619,17.11,-0.1,613,36.92,602,3.70,535,53.12,635,05:01.0,554.31,6571
899,Simon BERNHARDT,6/21/1905,GER,2,Weingarten (GER),7/14/2019,907,11.59,-0.3,734,6.47,0,691,11.43,572,1.88,696,51.24,758,15.75,1.4,761,36.01,584,3.80,562,45.51,522,04:38.3,691.48,6571
832,Atsu NYAMADI,1/6/1994,GHA,3,"Hutchinson, KS (USA)",5/17/2013,907,11.64,2.2,723,6.92,1.2,795,12.75,652,1.93,740,52.39,708,18.20,1.4,505,40.31,671,3.10,381,62.01,768,04:48.6,627.75,6570
875,Shawn BEAUDOIN,2/21/1994,CAN,12,"Terry Fox AF, Ottawa (CAN)",7/5/2017,907,11.17,1.7,823,6.29,-0.1,650,12.72,650,1.87,687,52.32,711,15.69,0.1,768,28.86,442,3.85,576,48.92,573,04:38.5,690.02,6570
819,Gert SWANEPOEL,3/20/1991,RSA,4,"Maryse Justin Stadium, Réduit (MRI)",4/3/2016,907,11.54,0.4,744,6.36,3.1,666,11.29,563,1.84,661,51.24,758,16.58,0.3,669,38,624,4.10,645,47.64,554,04:39.1,686.66,6570
789,Jake DYER,,USA,8,"RV Christian Track, Manhattan, KS (USA)",5/15/2021,907,11.05,2.6,850,6.82,3.5,771,13.21,680,1.81,636,52.80,690,16.19,0.5,711,38.91,642,3.71,538,46.02,530,05:06.6,522.60,6570
789,Pierre DOUAT,1/20/2000,FRA,,"Stade municipal Les Quéfets, Tournefeuille (FRA)",5/30/2021,907,11.2,3.2,817,6.77,3.5,760,11.72,589,1.87,687,53.32,668,16.22,1.2,708,31.56,495,4.20,673,44.46,507,04:42.4,666.01,6570
819,D'Angelo FOSTER,,USA,1,"Mesa, AZ (USA)",3/26/2016,907,11.15,0.1,827,6.60,2.2,720,11.56,580,1.68,528,50.14,808,14.97,2.4,853,28.43,434,4.25,688,42.12,473,04:43.4,659.73,6570
819,Matthew GARRISON,10/14/1995,USA,13,"Austin, TX (USA)",3/31/2016,907,11.19,2.8,819,7.24,3.8,871,10.80,534,2.05,850,49.94,817,16.15,1.6,716,26.16,389,3.30,431,40.58,451,04:38.1,692.62,6570
832,Anatoliy MAKSYUKOV,11/4/1994,RUS,9,"Adler, Sochi (RUS)",5/16/2014,907,11.3,0.5,795,6.61,0,723,11.97,605,1.88,696,51.76,735,16.13,0.6,718,31.72,498,4.50,760,40.28,446,04:54.1,594.49,6570
833,Matthias LAUBE,5/24/1983,GER,14,Lage (GER),8/25/2013,907,12.49,-1.6,558,6.72,3.2,748,11.88,599,1.88,696,53.18,674,15.89,-1.1,745,36.4,592,4.10,645,53.26,637,04:40.8,675.58,6569
900,Adrien RALITE,8/8/1996,FRA,5,Laval (FRA),6/16/2019,907,11.44,0.5,765,6.85,1.9,778,10.55,519,2.02,822,51.78,734,16.44,0,684,31.42,492,3.90,590,51.06,604,04:56.4,581.31,6569
279,Toyama YUSUKE,7/6/1998,JPN,2,"Nagai Stadium No. 2, Osaka (JPN)",10/21/2020,907,11.49,0.8,755,6.57,1.7,713,10.37,508,1.90,714,52.42,706,15.68,0.4,769,30.8,480,4.20,673,50.89,602,04:45.1,649.09,6569
806,Aymeric AMANN,6/28/1992,FRA,8,Aubagne (FRA),7/8/2012,907,11.19,2.7,819,6.64,1.3,729,12.12,614,1.93,740,52.69,695,15.88,1.1,746,36.32,590,4.55,775,50.08,590,05:58.2,271.83,6569
809,Chris WHITE,10/5/1990,AUS,4,Melbourne (AUS),3/1/2015,907,11.94,0.2,663,6.40,0,675,11.91,601,1.98,785,52.55,701,16.65,2.2,661,40.86,682,4.00,617,49.47,581,04:52.6,603.52,6569
